Student ID,Last Schl,Last Name,First Name,Gender,Parent/guardian,Primary Phone,Description_HL,Group Memberships?,POD GROUP
4844783260598480,0,Beeston,Katerina,F,Katerina Beeston,263-833-1145,English,,
201919721087904,3,Eke,Valentine,F,Valentine Eke,816-300-0450,English,,
3560801093678701,5,Rihanek,Anatollo,M,Anatollo Rihanek,991-124-7305,English,,
3575953701104118,0,Quinnelly,Jephthah,M,Jephthah Quinnelly,525-488-5473,English,,
3548896288885076,3,Colleymore,Teodoor,M,Teodoor Colleymore,698-834-5336,English,,
5602242990360850,1,O'Gready,Holly,F,Holly O'Gready,338-575-8290,English,,
3583845181076057,1,Choulerton,Libbey,F,Libbey Choulerton,204-188-3278,English,,
6709267520674918,0,Flohard,Kyle,M,Kyle Flohard,757-725-5870,English,,
5537066840438479,5,Kemmett,Winnie,F,Winnie Kemmett,774-518-2542,English,,
3556782246258268,3,Duckworth,Kippy,M,Kippy Duckworth,165-102-4208,English,,
4017951067453,1,Ainger,Connie,M,Connie Ainger,187-184-6314,English,,
3575297219784411,0,Walch,Nanete,F,Nanete Walch,741-562-4904,English,,
3589579102107329,0,Snugg,Montague,M,Montague Snugg,341-746-7960,English,,
3573380466517486,0,Gredden,Urbanus,M,Urbanus Gredden,582-388-0166,English,,
676374725202159965,5,Tortice,Felicio,M,Felicio Tortice,191-130-2766,English,,
6761344842923987,3,Gabbett,Kellsie,F,Kellsie Gabbett,548-938-4901,English,,
3586637191854608,0,Fearne,Alexandrina,F,Alexandrina Fearne,870-411-8161,English,,
5602225715388215,1,Pottage,Rocky,M,Rocky Pottage,438-513-4170,English,,
3579147915535276,0,Orum,Maddi,F,Maddi Orum,149-451-3006,English,,
3559054183955828,3,Planks,Leigh,M,Leigh Planks,891-404-0073,English,,
493637222124185784,5,Weight,Cissy,F,Cissy Weight,852-957-2285,English,,
3573049762691770,5,Grigoire,Mia,F,Mia Grigoire,280-904-3753,English,,
6333396271420276261,1,Hitschke,Tobe,M,Tobe Hitschke,490-695-8882,English,,
5893054795772421,1,Getch,Parsifal,M,Parsifal Getch,386-971-6892,English,,
630485438726076227,1,MacCarrick,Nara,F,Nara MacCarrick,229-855-1287,English,,
3549937368027814,1,Leacy,Delmar,M,Delmar Leacy,144-514-8599,English,,
4017956927545,3,Halm,Major,M,Major Halm,256-493-7999,English,,
3548349206108098,3,Adamczyk,Hort,M,Hort Adamczyk,383-676-1081,English,,
6331108355185420,0,Ziehms,Eziechiele,M,Eziechiele Ziehms,572-849-0901,English,,
3541583451944446,3,Lapere,Godart,M,Godart Lapere,226-821-1062,English,,
5002357644292089,1,Gellion,Moselle,F,Moselle Gellion,867-889-3347,English,,
30440847702596,1,Vasey,Torin,M,Torin Vasey,293-889-9714,English,,
4041590482137778,5,Catterell,Phil,F,Phil Catterell,361-219-9934,English,,
3567818195016096,1,Nayer,Fernando,M,Fernando Nayer,107-368-9642,English,,
5515279855077894,3,Fetteplace,Ernie,M,Ernie Fetteplace,573-188-1616,English,,
347331667476395,5,Plampin,Leroy,M,Leroy Plampin,892-501-6066,English,,
374288963155105,0,Klamp,Coral,F,Coral Klamp,724-705-5658,English,,
3539237096562543,0,Sorrie,Gaston,M,Gaston Sorrie,975-212-6186,English,,
3576671678688819,5,Flaxman,Egbert,M,Egbert Flaxman,258-447-6677,English,,
3568871489486540,0,Parvin,Wilow,F,Wilow Parvin,525-265-5983,English,,
5602258450846550,1,Mickelwright,Hilde,F,Hilde Mickelwright,443-202-6550,English,,
3546559803428150,0,Battison,Mort,M,Mort Battison,134-873-3818,English,,
3573944967429770,5,Nellen,Sawyere,M,Sawyere Nellen,661-363-8000,English,,
372301166543803,0,Ruddom,Brett,F,Brett Ruddom,181-105-7823,English,,
374283237035175,5,Willcocks,Luis,M,Luis Willcocks,290-491-2304,English,,
36071996860697,1,Gallen,Sylvan,M,Sylvan Gallen,933-574-0759,English,,
6767384187517559083,1,Getley,Philippa,F,Philippa Getley,313-793-0871,English,,
3549071092585143,0,Burriss,Ingelbert,M,Ingelbert Burriss,946-686-9800,English,,
3551293730067459,0,Stollmeyer,Erl,M,Erl Stollmeyer,472-174-7927,English,,
4405883605916123,0,Grayshan,Ross,M,Ross Grayshan,446-946-0487,English,,
3570047383002255,5,Gasker,Kathy,F,Kathy Gasker,949-960-9527,English,,
5602219115594902,1,Tossell,Dill,M,Dill Tossell,960-452-5330,English,,
3529548617070143,5,Blandamere,Jacquelyn,F,Jacquelyn Blandamere,428-955-8848,English,,
3553433449440609,5,Antushev,Emelia,F,Emelia Antushev,916-983-8008,English,,
337941181638049,3,Admans,Wadsworth,M,Wadsworth Admans,781-528-6401,English,,
5641827401850748,5,Duferie,Latia,F,Latia Duferie,578-552-9534,English,,
5610521358086078,5,Stather,Ginny,F,Ginny Stather,729-810-6614,English,,
5048379040218365,1,Pincott,Rahal,F,Rahal Pincott,356-423-2280,English,,
30481598126213,3,Stonebridge,Lydie,F,Lydie Stonebridge,475-908-2780,English,,
6333920510248709101,0,Considine,Sigvard,M,Sigvard Considine,595-606-0599,English,,
3557129295872087,1,Gallimore,Sid,M,Sid Gallimore,576-551-3272,English,,
3559093973144995,1,Fallen,Thornton,M,Thornton Fallen,755-491-8445,English,,
3532558168064606,3,Brearty,Sande,F,Sande Brearty,566-709-9597,English,,
3557219720124103,3,Cahan,Eudora,F,Eudora Cahan,420-612-9943,English,,
3583497649879266,1,Gricewood,Kelcey,F,Kelcey Gricewood,315-132-2733,English,,
30429352185800,3,Arnaldi,Vinny,F,Vinny Arnaldi,214-894-7514,English,,
6331101902076804,3,Stainfield,Reggie,M,Reggie Stainfield,677-930-8908,English,,
5610676603331529,5,Stealey,Sybil,F,Sybil Stealey,498-122-6106,English,,
5602249628456862082,5,Towle,Olympe,F,Olympe Towle,320-533-8477,English,,
5100172781512681,0,Staniland,Shelba,F,Shelba Staniland,780-970-4561,English,,
502080867194501839,3,Cornejo,Miller,M,Miller Cornejo,784-536-1846,English,,
5100148449261382,3,Davidde,Deirdre,F,Deirdre Davidde,742-544-4097,English,,
3564268486738565,5,Ducker,Daryn,F,Daryn Ducker,164-700-1147,English,,
30318401015961,3,De Launde,Marjorie,F,Marjorie De Launde,988-820-3175,English,,
3566065203943892,5,De Brett,Creigh,M,Creigh De Brett,267-153-7501,English,,
58933939516822524,5,Phillott,Rudy,M,Rudy Phillott,685-732-8591,English,,
4508653653956503,5,Whitten,Emmeline,F,Emmeline Whitten,640-606-7059,English,,
3559327847249857,0,Borzone,Almira,F,Almira Borzone,806-840-8679,English,,
5148428291540693,3,Keeves,Blanca,F,Blanca Keeves,779-311-6769,English,,
3578769164392496,3,Argile,Rheba,F,Rheba Argile,204-214-1824,English,,
5104119534171261,5,Dot,Heywood,M,Heywood Dot,452-322-5728,English,,
560224361376623855,3,Antoniutti,Veriee,F,Veriee Antoniutti,405-341-1833,English,,
5445686135933826,3,Trustey,Willy,F,Willy Trustey,122-403-3940,English,,
5271442196898147,1,Penas,Nani,F,Nani Penas,954-368-4592,English,,
3554486469161710,1,Brownett,Trina,F,Trina Brownett,625-915-8105,English,,
3587655266661814,0,Kyneton,Gerick,M,Gerick Kyneton,304-423-9655,English,,
3585803065544698,1,McVane,Emmett,M,Emmett McVane,270-127-5811,English,,
36604936440079,5,Yitshak,Hewet,M,Hewet Yitshak,553-487-1774,English,,
30461277991798,1,Prin,Kit,F,Kit Prin,206-933-3073,English,,
3584987589970934,5,Lowdham,Boniface,M,Boniface Lowdham,586-333-4513,English,,
3561744838606703,3,Barford,Brenden,M,Brenden Barford,354-503-2093,English,,
561099681083961243,3,Ferrierio,Bree,F,Bree Ferrierio,114-188-0294,English,,
4508264973883870,5,McLernon,Georg,M,Georg McLernon,156-708-4571,English,,
3534929833887648,0,Kitchener,Debera,F,Debera Kitchener,192-636-8130,English,,
4026621171870301,5,Lofts,Geralda,F,Geralda Lofts,563-232-0952,English,,
3568653615062266,1,Merring,Granny,M,Granny Merring,597-765-3980,English,,
676706305526927659,1,Prettejohns,Ronica,F,Ronica Prettejohns,412-816-4939,English,,
3530015125451444,5,Lewnden,Trueman,M,Trueman Lewnden,618-770-2868,English,,
3535869745809844,3,Kops,Blondie,F,Blondie Kops,603-672-0307,English,,
4936105817746784505,3,Nock,West,M,West Nock,919-859-3064,English,,
3541172855771025,0,Melia,Bethina,F,Bethina Melia,431-797-5778,English,,
3588142011030289,3,Savill,Mark,M,Mark Savill,536-764-4503,English,,
5002356224244643,0,D'Alessandro,Marlane,F,Marlane D'Alessandro,339-393-9654,English,,
3540460514023164,5,Goly,Arlen,M,Arlen Goly,421-863-2183,English,,
676136573106902133,1,Dalton,Normie,M,Normie Dalton,381-419-9100,English,,
374283406319764,0,Iacovolo,Gae,F,Gae Iacovolo,889-278-2688,English,,
201911579940698,5,Qualtrough,Andrew,M,Andrew Qualtrough,348-515-8688,English,,
5602219031490342,3,Niemetz,Terrye,F,Terrye Niemetz,330-460-4678,English,,
3550613132958099,3,Westnage,Swen,M,Swen Westnage,144-269-1257,English,,
3545095028754436,5,Fellnee,Hinze,M,Hinze Fellnee,999-918-9348,English,,
3579499137842133,1,Mozzi,Sim,M,Sim Mozzi,280-196-1661,English,,
30584416712039,3,Wishkar,Amabel,F,Amabel Wishkar,829-443-1829,English,,
3538085539460309,3,Spelling,Jayson,M,Jayson Spelling,882-628-0056,English,,
3569748338551030,0,Feeley,Mordecai,M,Mordecai Feeley,949-963-2663,English,,
3551303323992045,0,Seeking,Christian,M,Christian Seeking,881-902-7383,English,,
3546850042950165,0,Markwell,Sheilah,F,Sheilah Markwell,157-189-6731,English,,
3581842325142905,3,Berry,Jobie,F,Jobie Berry,740-112-4738,English,,
3529961470369710,1,Dewan,Torrance,M,Torrance Dewan,337-794-8371,English,,
3568871305665269,1,Earlam,Devlin,M,Devlin Earlam,106-734-6070,English,,
30147827699904,1,Spellman,Lyn,M,Lyn Spellman,329-405-0746,English,,
36882809647042,0,Sarah,Adina,F,Adina Sarah,301-863-1135,English,,
3567653828490339,0,Johananoff,Wylma,F,Wylma Johananoff,501-826-4097,English,,
3587991403745941,3,Sijmons,Raimundo,M,Raimundo Sijmons,327-836-5742,English,,
3583401385258776,5,Ventum,Shelagh,F,Shelagh Ventum,354-973-6385,English,,
5038268047613672,1,Koschek,Lura,F,Lura Koschek,433-750-2953,English,,
5432576183717657,0,Dowd,Octavia,F,Octavia Dowd,373-923-7661,English,,
5018985206360997026,5,MacBarron,Sharai,F,Sharai MacBarron,584-911-0941,English,,
5147163168749926,3,MacKilroe,Mason,M,Mason MacKilroe,119-863-0863,English,,
3549013028622517,0,Adolfsen,Eugen,M,Eugen Adolfsen,542-974-7475,English,,
589358400231579212,1,Codi,Odette,F,Odette Codi,748-799-9826,English,,
3561780928418518,1,Fillimore,Garnet,F,Garnet Fillimore,641-776-4914,English,,
50186423401009159,0,Fairlem,Aleksandr,M,Aleksandr Fairlem,356-546-3245,English,,
3574585586073173,1,Stitle,Terri-jo,F,Terri-jo Stitle,855-436-6139,English,,
3568605554403794,1,Sisnett,Buiron,M,Buiron Sisnett,418-353-1696,English,,
3568779378081837,3,Trowle,Kipp,F,Kipp Trowle,688-896-6377,English,,
3581182093726344,5,Hanselman,Giordano,M,Giordano Hanselman,699-165-6570,English,,
5602226020983298302,3,Awde,Justina,F,Justina Awde,167-933-8606,English,,
5602227157455795859,1,Glacken,Betteann,F,Betteann Glacken,155-181-3450,English,,
3582298331753913,5,Gabe,Ardene,F,Ardene Gabe,135-671-3488,English,,
30481206593291,3,Mac,Gale,M,Gale Mac,854-103-6106,English,,
3580592282310166,3,Marishenko,Wit,M,Wit Marishenko,841-959-6924,English,,
3573948612738220,0,Immer,Ford,M,Ford Immer,576-942-9346,English,,
5602253441454077,1,Lesaunier,Englebert,M,Englebert Lesaunier,142-126-8136,English,,
6304273643569812438,3,Francie,Sanders,M,Sanders Francie,765-155-7637,English,,
6706373165994102552,3,Fountian,Christen,F,Christen Fountian,515-871-9415,English,,
5602233718672411,0,Ackred,Goddart,M,Goddart Ackred,645-288-9964,English,,
5010125292161710,3,Luna,Annamarie,F,Annamarie Luna,725-744-7238,English,,
676759696573987208,0,Herety,Kurt,M,Kurt Herety,790-820-1715,English,,
3542219939152356,5,Conley,Miranda,F,Miranda Conley,410-505-5275,English,,
5100135236749976,0,Klaus,Becca,F,Becca Klaus,889-903-0847,English,,
374288483733456,5,Dewey,Kirsten,F,Kirsten Dewey,399-829-2088,English,,
3571210300176227,1,Brickell,Debbie,F,Debbie Brickell,174-585-9708,English,,
5269858764129405,3,Kingaby,Carmencita,F,Carmencita Kingaby,316-250-4179,English,,
3579581741822740,5,Gusticke,Prince,M,Prince Gusticke,289-201-5386,English,,
201781360650586,1,Brocklehurst,Roderick,M,Roderick Brocklehurst,942-420-1648,English,,
5332601785361315,1,Gaisford,Giacopo,M,Giacopo Gaisford,354-933-1975,English,,
3538475365382315,5,Folkes,Conny,F,Conny Folkes,933-458-4390,English,,
5481487014680967,5,Woolacott,Wallace,M,Wallace Woolacott,852-412-6218,English,,
372301727554877,0,Warby,Marlowe,M,Marlowe Warby,541-558-8799,English,,
6382873993635825,5,Calwell,Shaine,M,Shaine Calwell,925-639-0485,English,,
4041370453661605,1,Regus,Pall,M,Pall Regus,747-314-5985,English,,
4041378574859,0,Cardenas,Abelard,M,Abelard Cardenas,747-700-6257,English,,
3536504942691310,1,Larrat,Theadora,F,Theadora Larrat,788-734-2113,English,,
4844541810534755,5,Jerrems,Odette,F,Odette Jerrems,160-540-4291,English,,
6333386749949213420,1,Butchart,Roanna,F,Roanna Butchart,660-519-7497,English,,
3541117396716724,1,Fattore,Gratiana,F,Gratiana Fattore,490-518-2445,English,,
3557956084173768,5,Cathro,Shelba,F,Shelba Cathro,817-533-8597,English,,
3538964837192584,3,Sheldrake,Billie,F,Billie Sheldrake,572-803-2243,English,,
3571417107362039,3,Cornelleau,Dorri,F,Dorri Cornelleau,152-629-4427,English,,
6759036483669069,0,Caldwell,Johannah,F,Johannah Caldwell,587-372-7737,English,,
3550808642185254,0,Pencott,Mariquilla,F,Mariquilla Pencott,986-541-7844,English,,
3588015970279305,1,Raulin,Fredi,F,Fredi Raulin,168-359-4545,English,,
201990605203750,5,Ivetts,Fletch,M,Fletch Ivetts,673-464-3696,English,,
6709105417217617,3,Stuckow,Vick,M,Vick Stuckow,892-374-8648,English,,
4041372352336,5,Waitland,Leonidas,M,Leonidas Waitland,968-220-8231,English,,
3569781165390867,5,Gargett,Doug,M,Doug Gargett,637-619-2930,English,,
374622064035966,3,Canfer,Jami,F,Jami Canfer,795-259-6884,English,,
3528018632530464,3,Arnholz,Maud,F,Maud Arnholz,224-418-4899,English,,
3553476694906956,5,Batterton,Meghann,F,Meghann Batterton,157-903-6233,English,,
6378596962406128,5,Barenski,Shirleen,F,Shirleen Barenski,932-994-8626,English,,
201508812588449,0,Hatherell,Salli,F,Salli Hatherell,996-985-7555,English,,
3536953228238355,0,Langston,Penny,F,Penny Langston,726-251-9804,English,,
5108758297741830,5,Amsden,Shelley,M,Shelley Amsden,119-820-0938,English,,
6377058369843255,3,Helder,Giuditta,F,Giuditta Helder,634-384-5949,English,,
6333656955818061,5,Sloy,Ely,M,Ely Sloy,726-437-4846,English,,
30002283734796,5,Quiddington,Stearn,M,Stearn Quiddington,548-855-3332,English,,
67622104786075389,3,Couves,Prudi,F,Prudi Couves,239-437-0313,English,,
3541475324366792,3,Gennrich,Aarika,F,Aarika Gennrich,735-854-2350,English,,
3530329395275981,1,Hounson,Suzie,F,Suzie Hounson,510-599-0237,English,,
3581451799772245,0,Staig,Zea,F,Zea Staig,851-681-5358,English,,
6045811610302006,1,Bottlestone,Darcee,F,Darcee Bottlestone,414-751-6381,English,,
3566398489847317,1,Tamblingson,Mikael,M,Mikael Tamblingson,378-796-7542,English,,
3571649102628382,3,Leathers,Aluino,M,Aluino Leathers,361-538-1478,English,,
4175009277428365,5,Usborn,Waylen,M,Waylen Usborn,587-883-5088,English,,
374622344849715,0,Antognelli,Delores,F,Delores Antognelli,379-894-6082,English,,
5007660600914082,0,Roncelli,Jacky,M,Jacky Roncelli,856-734-5776,English,,
3580459065809246,1,Fairholme,Vinnie,M,Vinnie Fairholme,908-437-4700,English,,
337941116916585,5,Roe,Beryle,F,Beryle Roe,981-906-8981,English,,
3570863263287281,1,Adelberg,Celene,F,Celene Adelberg,555-297-4740,English,,
3544523760128460,1,Hassewell,Julienne,F,Julienne Hassewell,260-910-9578,English,,
50209442736020437,0,Govern,Michael,M,Michael Govern,528-679-7757,English,,
6333732346254099394,5,Hariot,Burl,M,Burl Hariot,277-259-0530,English,,
374283733002372,3,Tilson,Jonathon,M,Jonathon Tilson,653-559-9758,English,,
5100172802857909,0,Clerke,Nickolai,M,Nickolai Clerke,532-613-8936,English,,
3589121411845412,3,Sagg,Zorina,F,Zorina Sagg,229-488-7753,English,,
3551717387366137,1,Annets,Marti,F,Marti Annets,915-458-4887,English,,
5048376698657779,1,Portwaine,Minnie,F,Minnie Portwaine,919-818-7987,English,,
30439047011840,3,Beckett,Constantia,F,Constantia Beckett,846-793-5221,English,,
50202842189297670,1,Ravilus,Mellicent,F,Mellicent Ravilus,435-583-6864,English,,
676266951994173201,1,Rolfs,Ann,F,Ann Rolfs,807-353-9825,English,,
3552436515483040,3,Perago,Antonetta,F,Antonetta Perago,942-337-9126,English,,
3579048554126635,5,Benne,Jonah,M,Jonah Benne,930-591-1284,English,,
3581332406332179,1,Francescotti,Domeniga,F,Domeniga Francescotti,882-130-2747,English,,
3536625333874015,1,Forre,Erroll,M,Erroll Forre,469-412-4510,English,,
4911786889231480,1,Hancell,Lainey,F,Lainey Hancell,959-975-1734,English,,
201746888584211,3,Werny,Jeana,F,Jeana Werny,471-487-7044,English,,
633456280872462705,5,Goodhall,Sammy,M,Sammy Goodhall,523-390-5084,English,,
201428591559646,1,Baston,Remy,F,Remy Baston,966-296-7773,English,,
3563596963818265,3,Coppledike,Charlotte,F,Charlotte Coppledike,562-976-9560,English,,
6709559650558347297,5,Stiles,Jade,F,Jade Stiles,486-479-5202,English,,
201694340599171,1,Cominello,Betsy,F,Betsy Cominello,885-524-0454,English,,
36028778158575,1,Hallowes,Glyn,M,Glyn Hallowes,104-771-7219,English,,
3543957022811946,1,Hammerberger,Kirsti,F,Kirsti Hammerberger,934-649-6209,English,,
201535466686120,5,Flook,Nicholle,F,Nicholle Flook,838-553-6477,English,,
50185684197993846,3,Everingham,Jared,M,Jared Everingham,912-377-5225,English,,
5602228214303073,3,Battson,Sunny,M,Sunny Battson,358-181-1935,English,,
3561207096885054,1,Poynton,Denyse,F,Denyse Poynton,290-898-9850,English,,
