Student ID,Last Schl,Last Name,First Name,Gender,Parent/guardian,Primary Phone,Description_HL,Group Memberships?,POD GROUP
198,3,Shovlin,Syman,M,Syman Shovlin,326-665-4817,French,,0
289,3,Stean,Ezechiel,M,Ezechiel Stean,702-225-3625,English,,0
36,1,Antoons,Dav,M,Dav Antoons,998-351-1035,English,,0
63540,3,Style,Devin,M,Devin Style,528-389-9046,French,,0
2,0,Couronne,Devin,F,Devin Couronne,345-268-7391,Spanish,,0
1168,5,Soper,Giusto,M,Giusto Soper,987-122-3528,Italian,,0
7477,1,Purbrick,Joan,F,Joan Purbrick,570-385-9673,English,,0
2526,0,Chatten,Chanda,F,Chanda Chatten,596-903-9501,English,,0
79,5,Maltster,Nance,F,Nance Maltster,741-659-2484,Japanese,,0
9,0,Comsty,Ev,M,Ev Comsty,358-872-7873,Spanish,,0
5,0,Stuffins,Patric,M,Patric Stuffins,746-398-8160,English,,0
157,1,Winkless,Hewie,M,Hewie Winkless,782-842-4619,Japanese,,0
63138,5,Patsall,Violante,F,Violante Patsall,617-349-0882,English,,0
96,1,Larmet,Webb,M,Webb Larmet,396-879-3966,Japanese,,0
0,0,Sijmons,Nelson,M,Nelson Sijmons,107-458-1610,Italian,,0
88,3,De Simone,Alis,F,Alis De Simone,111-736-9221,Japanese,,0
53,5,Bendan,Christian,M,Christian Bendan,875-538-5308,Mandarin,,0
42,3,Richie,Hart,M,Hart Richie,126-575-2178,Japanese,,0
9210,5,O' Borne,Malorie,F,Malorie O' Borne,874-809-6073,Spanish,,0
8961,3,Parsisson,Dasya,F,Dasya Parsisson,412-138-4251,English,,0
7,5,Sporgeon,Alameda,F,Alameda Sporgeon,913-974-4572,Mandarin,,0
647,0,Richardon,Colas,M,Colas Richardon,379-692-1576,Spanish,,0
5725,0,Begin,Sigmund,M,Sigmund Begin,351-805-4828,French,,0
4,1,Grim,Jamill,M,Jamill Grim,170-919-0985,French,,0
74121,1,Tupp,Quinlan,M,Quinlan Tupp,405-515-9674,Italian,,0
9,3,Jeffress,Warden,M,Warden Jeffress,752-551-4496,Spanish,ELD 1,1
68,5,Eversley,Cody,M,Cody Eversley,637-680-7191,Spanish,ELD 1,1
72,0,Isgate,Beverly,F,Beverly Isgate,929-730-7730,Spanish,ELD 1,1
2710,3,Scoggan,Ronny,M,Ronny Scoggan,598-955-7414,Spanish,ELD 1,1
425,3,Stegel,Eberto,M,Eberto Stegel,121-254-5380,Spanish,ELD 1,1
78918,1,Killingback,Norah,F,Norah Killingback,324-373-2114,Spanish,ELD 1,1
2198,1,Nussen,Lizzie,F,Lizzie Nussen,547-768-2380,Spanish,ELD 1,1
930,0,Crohan,Brendon,M,Brendon Crohan,719-460-5111,Spanish,ELD 1,1
9,0,Barkway,Gabriell,F,Gabriell Barkway,711-424-1910,Spanish,ELD 1,1
0055,0,Robard,Crawford,M,Crawford Robard,626-393-9830,Spanish,ELD 1,1
8,5,Thombleson,Tootsie,F,Tootsie Thombleson,217-386-1160,Spanish,ELD 1,1
895,1,Sheldon,Jacobo,M,Jacobo Sheldon,675-549-2980,Spanish,ELD 1,1
61,0,Matfield,Jamima,F,Jamima Matfield,152-555-0272,Spanish,ELD 1,1
1,5,Galliver,Morton,M,Morton Galliver,731-117-3675,Spanish,ELD 1,1
072,5,Sturgis,Elane,F,Elane Sturgis,864-444-3333,Spanish,ELD 1,1
9,1,Crother,Eb,M,Eb Crother,224-910-9049,Spanish,ELD 1,1
825,1,Robinett,Ado,M,Ado Robinett,951-547-7808,Spanish,ELD 1,1
7,5,Gitsham,Marinna,F,Marinna Gitsham,208-648-5210,Spanish,ELD 1,1
99,1,Buffin,Chen,M,Chen Buffin,738-547-1719,Spanish,ELD 1,1
6,3,Alesin,Hatty,F,Hatty Alesin,928-837-3370,Spanish,ELD 1,1
67935,5,Beamont,Saunders,M,Saunders Beamont,440-912-2827,Spanish,ELD 1,1
652,0,Brundell,Gretel,F,Gretel Brundell,152-311-0284,Spanish,ELD 1,1
41,0,Pergens,Pete,M,Pete Pergens,662-143-9034,Spanish,ELD 1,1
81042,1,McKinie,Forster,M,Forster McKinie,959-491-3824,Spanish,ELD 1,1
4,1,Gamlyn,Shana,F,Shana Gamlyn,300-542-0032,Spanish,ELD 1,1
74,1,Mattielli,Jacintha,F,Jacintha Mattielli,458-531-5504,Spanish,ELD 1,1
2,0,Mongin,Monty,M,Monty Mongin,399-518-9577,Spanish,ELD 1,1
421,1,Verecker,Hanny,F,Hanny Verecker,147-110-3670,Spanish,ELD 1,1
16,0,Giddins,Fletch,M,Fletch Giddins,769-247-9181,Spanish,ELD 1,1
69,1,Bernardino,Cally,F,Cally Bernardino,156-367-4501,Spanish,ELD 1,1
4759,1,Taaffe,Francesco,M,Francesco Taaffe,567-173-2691,Spanish,ELD 1,1
134,0,Ellwand,Berky,M,Berky Ellwand,924-643-1720,Spanish,ELD 1,1
3251,5,Lepper,Stacee,F,Stacee Lepper,391-362-6300,Spanish,ELD 1,1
7,5,Cassey,Mateo,M,Mateo Cassey,812-916-6537,Spanish,ELD 1,1
08701,1,Abell,Doreen,F,Doreen Abell,246-307-5400,Spanish,ELD 1,1
088,0,Skitterel,Emlynne,F,Emlynne Skitterel,244-535-3505,Spanish,ELD 1,1
19,0,Thebeaud,Valeda,F,Valeda Thebeaud,950-327-2629,Spanish,ELD 1,1
4,1,Yosevitz,Melonie,F,Melonie Yosevitz,131-454-0077,Spanish,ELD 1,1
3430,5,Leivesley,Yorke,M,Yorke Leivesley,298-380-9176,Spanish,ELD 1,1
10917,1,Brosel,Doug,M,Doug Brosel,675-814-3348,Spanish,ELD 2,1
810,3,Mitkov,Cherilynn,F,Cherilynn Mitkov,580-457-1073,Spanish,ELD 1,1
62,0,Whether,Rheta,F,Rheta Whether,726-481-5410,Spanish,ELD 1,1
61,5,Richel,Aleta,F,Aleta Richel,216-340-1540,Spanish,ELD 1,1
1723,3,Ongin,Leighton,M,Leighton Ongin,157-455-6406,Spanish,ELD 1,1
898,0,McCadden,Sammy,M,Sammy McCadden,284-785-6970,Spanish,ELD 1,1
6545,5,Glendinning,Shannah,F,Shannah Glendinning,650-559-1211,Spanish,ELD 1,1
3988,3,Briatt,Farly,M,Farly Briatt,558-166-1173,Spanish,ELD 3,1
84,0,Chapelhow,Aggie,F,Aggie Chapelhow,861-274-3113,Spanish,ELD 1,1
5,0,Bluschke,Piotr,M,Piotr Bluschke,312-606-6243,Spanish,ELD 1,1
1,5,MacLaverty,Kassie,F,Kassie MacLaverty,751-282-4732,Spanish,ELD 1,1
5390,3,Trobey,Hazel,F,Hazel Trobey,167-297-4326,Mandarin,ELD 1,2
62888,3,Knevit,Becca,F,Becca Knevit,582-184-2430,Mandarin,ELD 4,2
70,5,Seedhouse,Brnaby,M,Brnaby Seedhouse,317-360-0684,Mandarin,ELD 1,2
31508,5,Pritchitt,Antonella,F,Antonella Pritchitt,276-192-2979,Mandarin,ELD 1,2
5886,1,Gillopp,Mayor,M,Mayor Gillopp,826-696-4921,Mandarin,ELD 1,2
96,5,Fraschini,Cristine,F,Cristine Fraschini,299-529-4613,Mandarin,ELD 1,2
6512,1,Berntsson,Jamill,M,Jamill Berntsson,220-145-3519,Mandarin,ELD 1,2
11,3,Wilkinson,Ramona,F,Ramona Wilkinson,799-164-4150,Mandarin,ELD 1,2
5301,3,Found,Clementine,F,Clementine Found,694-925-8105,Mandarin,ELD 1,2
12,3,Gibson,Zebadiah,M,Zebadiah Gibson,900-629-1880,Mandarin,ELD 1,2
03,5,McWhorter,Kelly,F,Kelly McWhorter,879-127-5623,Mandarin,ELD 1,2
0754,0,Presnall,Ellerey,M,Ellerey Presnall,159-497-4899,Mandarin,ELD 1,2
7925,3,Bean,Abey,M,Abey Bean,161-999-6296,Mandarin,ELD 1,2
623,3,Cuttin,Laural,F,Laural Cuttin,402-899-9964,Mandarin,ELD 1,2
6412,1,MacKomb,Lorine,F,Lorine MacKomb,139-741-6821,Mandarin,ELD 1,2
00,0,Sheards,Darn,M,Darn Sheards,117-499-3324,Mandarin,ELD 1,2
076,3,Brute,Jerrylee,F,Jerrylee Brute,410-644-8333,Mandarin,ELD 1,2
170,3,Oppy,Jannel,F,Jannel Oppy,770-220-9329,Mandarin,ELD 1,2
55182,0,Ratazzi,Shepard,M,Shepard Ratazzi,616-775-9989,Mandarin,ELD 1,2
4,5,Deppen,Fernanda,F,Fernanda Deppen,118-104-9049,Mandarin,ELD 1,2
340,0,Dukelow,Blondell,F,Blondell Dukelow,648-393-2069,Mandarin,ELD 1,2
9762,5,Litt,Kristian,M,Kristian Litt,301-639-9647,Mandarin,ELD 1,2
07,1,Clayborn,Kennith,M,Kennith Clayborn,734-352-9160,Mandarin,ELD 1,2
172,0,Bartolomucci,Sileas,F,Sileas Bartolomucci,414-190-5659,Mandarin,ELD 1,2
2,0,Alphege,Mirna,F,Mirna Alphege,646-232-6432,Mandarin,ELD 1,2
5,1,Martinyuk,Casar,M,Casar Martinyuk,803-971-4359,Mandarin,ELD 1,2
2,3,Metzing,Gigi,F,Gigi Metzing,692-243-3693,Mandarin,ELD 1,2
519,0,Suttling,Sinclair,M,Sinclair Suttling,699-494-2099,Mandarin,ELD 1,2
8688,0,Rodda,Elle,F,Elle Rodda,251-959-9201,Mandarin,ELD 1,2
273,3,Rentoll,Ludwig,M,Ludwig Rentoll,907-376-8242,Mandarin,ELD 1,2
22,1,Echlin,Hillyer,M,Hillyer Echlin,989-795-3055,Mandarin,ELD 1,2
434,0,Le Brum,Greggory,M,Greggory Le Brum,329-391-0872,Mandarin,ELD 1,2
59513,3,Ashenhurst,Roddy,M,Roddy Ashenhurst,286-493-2291,Mandarin,ELD 1,2
139,0,Murch,Bobbette,F,Bobbette Murch,831-504-5500,Mandarin,ELD 1,2
00,5,Tregaskis,Cornelia,F,Cornelia Tregaskis,721-397-9520,Mandarin,ELD 1,2
2,0,Loughran,April,F,April Loughran,998-284-4849,Mandarin,ELD 1,2
90778,3,Gobolos,Cad,M,Cad Gobolos,755-216-3624,Mandarin,ELD 1,2
2,0,Pacey,Ingelbert,M,Ingelbert Pacey,586-649-0928,Mandarin,ELD 1,2
1,0,Durdle,Cindi,F,Cindi Durdle,855-346-5026,Mandarin,ELD 1,2
10537,0,Vayro,Aridatha,F,Aridatha Vayro,577-593-1008,Mandarin,ELD 1,2
48,3,McAlister,Tove,F,Tove McAlister,406-562-6710,Mandarin,ELD 1,2
7668,5,Miko,Odessa,F,Odessa Miko,452-229-5709,Mandarin,ELD 1,2
7488,0,Roseaman,Nickolaus,M,Nickolaus Roseaman,415-847-8424,Mandarin,ELD 1,2
16,1,Scardefield,Duky,M,Duky Scardefield,878-310-0286,Mandarin,ELD 1,2
42,1,Axworthy,Marcus,M,Marcus Axworthy,987-469-5534,Mandarin,ELD 1,2
385,5,Eckley,Tanney,M,Tanney Eckley,840-648-8664,Mandarin,ELD 1,2
2,3,Lockyear,Bret,M,Bret Lockyear,954-817-2149,Mandarin,ELD 1,2
53308,1,Newe,Elyn,F,Elyn Newe,609-645-2995,Mandarin,ELD 1,2
5,0,Najera,Kessiah,F,Kessiah Najera,487-425-2168,Japanese,ELD 1,3
9,1,Ree,Tish,F,Tish Ree,675-944-2115,Italian,ELD 1,3
3,3,Chenery,Phyllys,F,Phyllys Chenery,919-575-3822,French,ELD 1,3
797,1,Aberkirdo,Gene,F,Gene Aberkirdo,261-430-6541,Japanese,ELD 1,3
1,5,Connolly,Trisha,F,Trisha Connolly,197-686-2705,French,ELD 1,3
64,0,Ibotson,Izabel,F,Izabel Ibotson,807-977-3687,Italian,ELD 1,3
7831,0,Barg,Raphaela,F,Raphaela Barg,842-171-5389,French,ELD 1,3
75,3,Swain,Kevan,M,Kevan Swain,946-164-6691,Japanese,ELD 1,3
7137,0,Housley,Brandais,F,Brandais Housley,991-351-3834,Japanese,ELD 1,3
185,0,Grelik,Germain,M,Germain Grelik,822-446-1634,Japanese,ELD 1,3
70690,0,Donovan,Julio,M,Julio Donovan,906-398-7779,Japanese,ELD 1,3
78408,5,Edeler,Augie,M,Augie Edeler,807-666-3397,Japanese,ELD 1,3
4,0,Plessing,Leeland,M,Leeland Plessing,253-353-0099,French,ELD 1,3
6484,3,Ludwig,Issi,F,Issi Ludwig,864-113-6862,French,ELD 1,3
178,0,Kenyam,Marti,F,Marti Kenyam,789-675-0577,Japanese,ELD 1,3
447,1,Delatour,Jessie,M,Jessie Delatour,123-172-3533,Italian,ELD 1,3
7863,0,Possell,Meredithe,F,Meredithe Possell,490-910-9668,French,ELD 1,3
3,0,Steward,Lorenza,F,Lorenza Steward,156-740-5578,Italian,ELD 1,3
9,0,Daggett,Barbra,F,Barbra Daggett,996-618-4777,Italian,ELD 1,3
752,1,Windows,Gayle,F,Gayle Windows,987-946-0283,Italian,ELD 1,3
92537,5,Prandy,Elsa,F,Elsa Prandy,321-383-6271,Italian,ELD 1,3
8,1,Sunners,Godart,M,Godart Sunners,986-525-8371,French,ELD 1,3
06251,3,Semon,Georgiana,F,Georgiana Semon,337-224-9050,Japanese,ELD 1,3
2,0,Upsale,Lexis,F,Lexis Upsale,142-663-7666,Italian,ELD 1,3
919,0,Fiske,Durante,M,Durante Fiske,893-562-2049,French,ELD 1,3
434,3,Dickerline,Christin,F,Christin Dickerline,918-599-6743,French,ELD 1,3
67,5,Fust,Birdie,F,Birdie Fust,644-122-8006,Japanese,ELD 1,3
6848,5,Comar,Ashleigh,F,Ashleigh Comar,646-103-5201,French,ELD 1,3
0,3,Wellesley,Gwendolin,F,Gwendolin Wellesley,265-903-9745,French,ELD 1,3
7598,5,Crosskell,Lauretta,F,Lauretta Crosskell,627-871-0697,French,ELD 1,3
3620,1,Spoward,Cort,M,Cort Spoward,179-293-0277,French,ELD 1,3
0,1,Letrange,Bonnee,F,Bonnee Letrange,520-234-8909,Japanese,ELD 1,3
4,5,Newcombe,Alikee,F,Alikee Newcombe,469-243-5698,Japanese,ELD 1,3
955,5,Withers,Rutledge,M,Rutledge Withers,144-872-4070,Japanese,ELD 1,3
0290,0,Jardin,Thaddeus,M,Thaddeus Jardin,476-129-7359,Italian,ELD 1,3
3,3,Piet,Matty,M,Matty Piet,426-448-9278,Japanese,ELD 1,3
8,3,Orgill,Andreas,M,Andreas Orgill,633-922-2282,Japanese,ELD 1,3
1269,5,Haversum,Bonnee,F,Bonnee Haversum,518-296-8120,French,ELD 1,3
925,3,Trevaskus,Cyb,F,Cyb Trevaskus,336-908-0071,Italian,ELD 1,3
117,5,Creddon,Annaliese,F,Annaliese Creddon,730-915-9315,French,ELD 1,3
86,5,Hanse,Olva,F,Olva Hanse,391-902-0609,French,ELD 1,3
07801,5,Paulson,Tova,F,Tova Paulson,443-248-3882,Japanese,ELD 1,3
97,3,Tudor,Jasmine,F,Jasmine Tudor,228-424-7074,Italian,ELD 1,3
07388,0,Gemlett,Sibley,F,Sibley Gemlett,556-317-5291,French,ELD 1,3
8165,5,Zapata,Sandy,M,Sandy Zapata,262-238-8700,Japanese,ELD 1,3
450,1,Rheam,Caesar,M,Caesar Rheam,622-940-0771,French,ELD 1,3
2,5,MacCracken,Christophe,M,Christophe MacCracken,633-797-2429,Japanese,ELD 1,3
37457,3,Stinton,Abbey,M,Abbey Stinton,707-353-1575,Japanese,ELD 1,3
76473,3,Troppmann,Perry,M,Perry Troppmann,176-955-4603,French,ELD 1,3
2912,3,Kunc,Michail,M,Michail Kunc,769-900-5034,English,,0
4833,3,Dahlborg,Richmound,M,Richmound Dahlborg,689-380-4567,English,,0
47,3,Inmett,Davy,M,Davy Inmett,768-537-2136,English,,0
21,0,Lewerenz,Edgar,M,Edgar Lewerenz,308-496-5143,English,,0
30285,3,Cisson,Ardis,F,Ardis Cisson,364-295-8509,English,,0
56,5,Bleibaum,Logan,M,Logan Bleibaum,300-120-4157,English,,0
426,0,Moffett,Carolus,M,Carolus Moffett,395-697-0197,English,,0
5333,1,Dunlop,Mikel,M,Mikel Dunlop,527-879-1283,English,,0
0933,0,Frede,Godfree,M,Godfree Frede,449-238-2105,English,,0
40710,1,Dureden,Kelsi,F,Kelsi Dureden,766-563-0303,English,,0
04990,0,Grishakin,Zoe,F,Zoe Grishakin,529-334-3161,English,,0
254,1,McColl,Grace,M,Grace McColl,976-122-0118,English,,0
059,5,McHaffy,Ludovico,M,Ludovico McHaffy,300-102-3360,English,,0
5,0,Robichon,Therine,F,Therine Robichon,675-125-8292,English,,0
3607,3,Penhale,Mildrid,F,Mildrid Penhale,940-159-9797,English,,0
49488,1,Gilder,Woodie,M,Woodie Gilder,779-864-6214,English,,0
70,3,Cassimer,Frederico,M,Frederico Cassimer,940-475-2659,English,,0
96,3,Towndrow,Logan,M,Logan Towndrow,944-859-5774,English,,0
55059,0,Cayton,Debi,F,Debi Cayton,103-820-4429,English,,0
12,5,Remington,Elfreda,F,Elfreda Remington,502-825-1120,English,,0
08294,0,Lyver,Ginger,M,Ginger Lyver,772-758-7088,English,,0
4996,3,Allcorn,Shem,M,Shem Allcorn,893-222-3568,English,,0
3,3,Hasty,Nanni,F,Nanni Hasty,496-528-1194,English,,0
892,1,Moggan,Martie,M,Martie Moggan,826-987-6539,English,,0
739,3,Cheney,Timothee,M,Timothee Cheney,478-950-6695,English,,0
2491,0,Conibear,Taite,M,Taite Conibear,669-945-5768,Italian,ELD 5,3
