Student ID,Last Schl,Last Name,First Name,Gender,Parent/guardian,Primary Phone,Description_HL,Group Memberships?,POD GROUP
53752,3,Munnery,Ambrosius,M,Ambrosius Munnery,691-682-5605,Spanish,,
9,1,Messenbird,Hilton,M,Hilton Messenbird,437-895-9833,Mandarin,ELD 1,
35669,5,Cantera,Phylys,F,Phylys Cantera,839-429-8278,Spanish,,
1,0,Lipgens,Cortie,M,Cortie Lipgens,585-728-9605,Spanish,,
21804,1,Palatini,Lisetta,F,Lisetta Palatini,505-841-2779,Spanish,,
0784,1,Alliot,Carr,M,Carr Alliot,730-668-1359,Spanish,ELD 1,
400,5,Wemyss,Krystle,F,Krystle Wemyss,417-208-3064,Spanish,ELD 1,
8,3,Agett,Britt,M,Britt Agett,267-992-5684,Spanish,,
4412,3,Doerren,Josephina,F,Josephina Doerren,186-972-8306,French,,
86714,3,Budnk,Dave,M,Dave Budnk,353-533-3408,French,,
6741,3,Arons,Pinchas,M,Pinchas Arons,829-357-2083,French,,
8,0,Hardey,Nigel,M,Nigel Hardey,523-599-0761,French,,
060,0,Beckmann,Brandais,F,Brandais Beckmann,813-221-6242,Spanish,,
89,0,Lanphier,Maurizia,F,Maurizia Lanphier,842-216-0264,Spanish,,
7,0,Couchman,Cammy,M,Cammy Couchman,469-577-6558,Spanish,ELD 1,
39261,3,Lucock,Ibrahim,M,Ibrahim Lucock,794-305-6892,Spanish,ELD 1,
13460,1,Hayter,Aarika,F,Aarika Hayter,536-214-6389,Spanish,,
422,5,Sitlington,Aldric,M,Aldric Sitlington,139-266-9086,Spanish,,
3628,5,Philippe,Valida,F,Valida Philippe,808-438-3974,Mandarin,,
383,5,Castillou,Geralda,F,Geralda Castillou,179-175-3497,Spanish,,
6837,5,Brugger,Dionisio,M,Dionisio Brugger,617-751-7197,Spanish,,
06,1,Bernollet,Nico,M,Nico Bernollet,712-635-3903,Spanish,,
29980,5,Vanyutin,Yardley,M,Yardley Vanyutin,515-555-8988,Mandarin,ELD 1,
1,5,Duthie,Shela,F,Shela Duthie,336-274-2785,Spanish,,
46712,0,Elks,Helen,F,Helen Elks,395-350-2247,Mandarin,,
2,0,Gellier,Georgie,M,Georgie Gellier,845-270-4037,French,,
59074,0,Labbe,Elnar,M,Elnar Labbe,268-770-2916,Italian,ELD 1,
41905,3,Strettle,Lissy,F,Lissy Strettle,856-237-4561,Mandarin,,
2,3,Kroll,Elyssa,F,Elyssa Kroll,958-803-2553,Mandarin,ELD 1,
1,5,Satchell,Eliot,M,Eliot Satchell,105-219-0762,Mandarin,ELD 1,
9,5,Matthaus,Aldous,M,Aldous Matthaus,542-839-3148,French,,
3039,3,Renne,Tasia,F,Tasia Renne,308-351-6308,Italian,,
15412,3,Bowery,Burty,M,Burty Bowery,176-210-4667,Mandarin,ELD 1,
5,0,Mark,Jeannie,F,Jeannie Mark,305-744-1699,French,,
433,0,Kovalski,Shayla,F,Shayla Kovalski,686-653-0774,Spanish,ELD 1,
44067,0,Springle,Scot,M,Scot Springle,634-107-4252,Italian,,
35,5,Huffy,Lenore,F,Lenore Huffy,789-580-8174,Spanish,,
590,5,Delieu,Hy,M,Hy Delieu,321-930-2005,Italian,,
180,0,Colvie,Batholomew,M,Batholomew Colvie,900-386-9861,Spanish,,
5035,5,Daymond,Jamill,M,Jamill Daymond,158-959-0044,Spanish,ELD 1,
19,1,Braban,Chrissie,M,Chrissie Braban,821-278-5113,Spanish,,
5,3,Huyton,Robbyn,F,Robbyn Huyton,579-220-7807,Mandarin,,
77595,0,D'Ruel,Helene,F,Helene D'Ruel,963-771-2330,Italian,,
69,5,Qusklay,Romy,F,Romy Qusklay,291-877-9315,Spanish,,
6944,5,Lau,Ahmed,M,Ahmed Lau,614-158-9147,French,,
52,5,Ashingden,Rocky,M,Rocky Ashingden,260-286-8164,Mandarin,,
27252,1,Dodgshon,Peter,M,Peter Dodgshon,592-992-3253,Spanish,,
77,1,Marthen,Nicolas,M,Nicolas Marthen,980-759-5991,Mandarin,,
359,3,Chaim,Goldie,F,Goldie Chaim,260-696-1848,Mandarin,ELD 1,
4958,1,Van der Beek,Yolanthe,F,Yolanthe Van der Beek,226-310-4364,Spanish,ELD 1,
4,0,Bowie,Parsifal,M,Parsifal Bowie,316-909-2493,Spanish,ELD 1,
50305,3,Trythall,Cara,F,Cara Trythall,804-747-8598,Mandarin,ELD 1,
487,0,Riddiough,Ingar,M,Ingar Riddiough,845-273-7827,French,,
09562,0,Brake,Nathalia,F,Nathalia Brake,856-652-3976,Mandarin,ELD 1,
2585,0,Maulkin,Robin,M,Robin Maulkin,271-983-5024,Mandarin,,
69662,0,Jovasevic,Violetta,F,Violetta Jovasevic,746-486-3922,Spanish,,
32002,0,Cadore,Myrtle,F,Myrtle Cadore,989-336-4100,Spanish,,
47346,5,Abercromby,Bud,M,Bud Abercromby,822-244-3991,French,,
88,0,Hawtrey,Laughton,M,Laughton Hawtrey,566-717-8430,Italian,,
856,1,Devoy,Lon,M,Lon Devoy,822-290-0170,Spanish,ELD 1,
169,1,Duerdin,Alyson,F,Alyson Duerdin,388-399-0516,French,,
51,5,Langhor,Lorilee,F,Lorilee Langhor,312-117-2665,Italian,ELD 1,
591,0,Fountaine,Brewer,M,Brewer Fountaine,685-825-4687,French,ELD 1,
4,3,Dallaghan,Thatch,M,Thatch Dallaghan,806-678-5492,Spanish,,
2,3,Tetlow,La verne,F,La verne Tetlow,783-472-3382,Spanish,ELD 1,
42,0,Extence,Mariana,F,Mariana Extence,324-929-1739,French,ELD 1,
9,5,Josephi,Batholomew,M,Batholomew Josephi,440-541-1623,French,,
97,0,Wholesworth,Noelle,F,Noelle Wholesworth,256-280-5024,Spanish,,
89074,1,Baxstar,Lorenzo,M,Lorenzo Baxstar,868-842-6779,Spanish,ELD 1,
93914,0,Purse,Levey,M,Levey Purse,812-855-7364,Italian,,
24426,3,Gerleit,Esme,M,Esme Gerleit,373-897-0724,Spanish,ELD 1,
9,0,Devonside,Delmore,M,Delmore Devonside,431-838-8689,Spanish,,
7,5,Ousley,Bree,F,Bree Ousley,513-651-0099,Mandarin,ELD 1,
3,1,Dellenbach,Marshall,M,Marshall Dellenbach,479-299-0252,French,,
5,3,MacCallion,Ulrick,M,Ulrick MacCallion,213-215-3956,Spanish,ELD 1,
29584,5,Derry,Pollyanna,F,Pollyanna Derry,516-721-1192,French,,
6,3,Schimonek,Leroi,M,Leroi Schimonek,675-312-6009,Mandarin,ELD 1,
291,5,Nerney,Kerrie,F,Kerrie Nerney,163-147-5722,Mandarin,,
75860,3,Stranio,Roddy,M,Roddy Stranio,454-546-2712,Mandarin,,
362,0,Beebee,Berke,M,Berke Beebee,378-772-6874,Italian,,
3,3,Hansen,Noelle,F,Noelle Hansen,382-274-7680,Spanish,,
087,5,Seage,Lucio,M,Lucio Seage,502-748-7123,Spanish,,
288,0,Creigan,Dylan,M,Dylan Creigan,755-155-5849,French,,
65,0,Keyson,Micaela,F,Micaela Keyson,311-991-8184,French,,
3152,0,Bingell,Emmalynne,F,Emmalynne Bingell,814-188-4308,French,,
87270,0,Normanton,Howard,M,Howard Normanton,602-730-1025,French,,
74572,0,Janek,Nathan,M,Nathan Janek,976-503-6724,French,,
1,1,Piner,Jeanine,F,Jeanine Piner,915-669-0713,Mandarin,,
178,5,Duigenan,Deirdre,F,Deirdre Duigenan,377-319-5744,Italian,ELD 1,
36,3,Boullin,Vern,M,Vern Boullin,419-133-4307,English,"",
83071,0,Beange,Tristan,M,Tristan Beange,838-419-0246,English,,
76,1,Geffen,Brucie,M,Brucie Geffen,767-922-9618,English,,
6,0,Wealleans,Lu,F,Lu Wealleans,828-118-1084,English,,
1,3,Fisby,Dieter,M,Dieter Fisby,641-313-0802,English,"",
239,0,Witnall,Durant,M,Durant Witnall,393-464-4318,English,,
137,3,Lamyman,Napoleon,M,Napoleon Lamyman,769-124-7929,English,,
40,0,Watmore,Danella,F,Danella Watmore,850-747-5091,English,,
45,0,Scrowston,Giulio,M,Giulio Scrowston,867-199-9522,English,"",
109,5,Verrill,Phillip,M,Phillip Verrill,478-794-8522,English,"",
60,5,Pettifor,Meg,F,Meg Pettifor,529-294-1162,English,,
528,0,Sloey,Cathyleen,F,Cathyleen Sloey,949-381-9731,English,,
7,5,Bascombe,Rory,M,Rory Bascombe,787-734-7359,English,,
3,3,Summers,Ashlin,M,Ashlin Summers,110-967-8911,English,,
97776,0,Vynoll,Walker,M,Walker Vynoll,818-147-8333,English,,
15692,1,Brittan,Vergil,M,Vergil Brittan,542-798-3731,English,,
25,5,Pidgin,Lorene,F,Lorene Pidgin,283-689-1609,English,"",
66737,1,Mindenhall,Rozele,F,Rozele Mindenhall,802-234-3305,English,,
34,1,Rennels,Brittaney,F,Brittaney Rennels,739-692-1718,English,"",
64,3,Seivertsen,Sonnie,F,Sonnie Seivertsen,499-605-5544,English,,
36,5,Eagan,Raimund,M,Raimund Eagan,219-465-7708,English,,
51699,3,Rickis,Sander,M,Sander Rickis,515-773-8977,English,,
30,1,Miklem,Travis,M,Travis Miklem,539-619-5696,English,,
00467,3,Ervin,Federica,F,Federica Ervin,574-566-6503,English,,
604,1,De Hailes,Manya,F,Manya De Hailes,801-195-8724,English,,
4019,1,Hannibal,Archaimbaud,M,Archaimbaud Hannibal,793-940-6982,English,,
48473,1,Diche,Demetra,F,Demetra Diche,899-480-5991,English,,
3,5,Gordon-Giles,Tani,F,Tani Gordon-Giles,178-696-1701,English,"",
9661,3,Trimming,Clarke,M,Clarke Trimming,848-823-0302,English,"",
677,3,Bromley,Lorianna,F,Lorianna Bromley,857-954-9678,English,,
91659,1,McAirt,Niven,M,Niven McAirt,783-167-2071,English,"",
07225,3,Millthorpe,Paco,M,Paco Millthorpe,743-498-8321,English,,
28254,5,Jope,Gwendolen,F,Gwendolen Jope,430-971-8881,English,"",
939,3,Sandford,Granger,M,Granger Sandford,469-459-4390,English,,
74,0,McCarrell,Gayla,F,Gayla McCarrell,469-976-2824,English,"",
0,0,Carlisi,Vinny,F,Vinny Carlisi,271-422-0838,English,"",
5687,3,Dumbare,Persis,F,Persis Dumbare,420-637-3964,English,,
2,3,Breton,Denyse,F,Denyse Breton,925-905-7053,English,,
1,0,Jaqueme,Annette,F,Annette Jaqueme,848-766-5433,English,,
6474,1,Bussy,Gloria,F,Gloria Bussy,388-564-8007,English,,
65,3,Churms,Gwen,F,Gwen Churms,571-318-8771,English,"",
0582,3,Gotter,Ryun,M,Ryun Gotter,486-904-5771,English,,
797,1,O'Heagertie,Robbyn,F,Robbyn O'Heagertie,328-829-3011,English,,
20874,0,Spearing,Madeline,F,Madeline Spearing,431-622-6287,English,,
4,0,Stainer,Nannie,F,Nannie Stainer,534-283-7712,English,"",
96,5,Linfoot,Florina,F,Florina Linfoot,130-629-6617,English,,
880,0,Wilkie,Darrell,M,Darrell Wilkie,200-256-6292,English,,
5002,5,Savine,Corella,F,Corella Savine,848-989-5291,English,,
2,5,Ricciardelli,Merv,M,Merv Ricciardelli,948-588-1286,English,,
6229,5,Vance,Dene,M,Dene Vance,278-228-1170,English,"",
24981,1,Child,Zea,F,Zea Child,188-319-8762,English,,
652,3,Keymer,Caleb,M,Caleb Keymer,325-440-8397,English,,
0,5,Hendonson,Arabel,F,Arabel Hendonson,432-547-9643,English,,
87,5,Dibden,Saunder,M,Saunder Dibden,826-975-2889,English,,
58,3,Belcham,Casi,F,Casi Belcham,287-931-9621,English,,
25709,5,Judkin,Karalynn,F,Karalynn Judkin,509-288-7645,English,,
072,3,Ambresin,Hartwell,M,Hartwell Ambresin,173-398-4820,English,,
6,1,Alway,Dionisio,M,Dionisio Alway,113-792-3026,English,,
60199,0,Rabier,Rosalynd,F,Rosalynd Rabier,682-368-6973,English,,
48004,1,Ricciardello,Lief,M,Lief Ricciardello,550-178-8692,English,,
71734,5,Gallahue,Ashley,M,Ashley Gallahue,315-333-1684,English,"",
07160,3,Marchelli,Micheal,M,Micheal Marchelli,305-786-3565,English,,
00,5,Grewcock,Noach,M,Noach Grewcock,734-329-2427,English,,
2,5,Eustes,Maire,F,Maire Eustes,728-434-7767,English,"",
24,0,Triggle,Kiah,F,Kiah Triggle,733-448-2522,English,,
197,1,Kaman,Tiertza,F,Tiertza Kaman,306-898-5712,English,,
143,3,Bottomer,Jennie,F,Jennie Bottomer,668-187-2963,English,"",
84387,0,Armsby,Jeramey,M,Jeramey Armsby,681-721-1170,English,,
51434,0,McGeady,Devon,F,Devon McGeady,975-349-1295,English,,
8382,5,Dedman,Eleni,F,Eleni Dedman,267-105-3822,English,,
354,0,Sigmund,Frederick,M,Frederick Sigmund,807-237-8371,English,,
4,3,Grishelyov,Ericha,F,Ericha Grishelyov,638-470-2533,English,,
847,0,Dudding,Basilio,M,Basilio Dudding,916-270-9791,English,,
2,5,Hauxley,Sergeant,M,Sergeant Hauxley,872-143-5920,English,,
007,1,Cheverell,Evangelia,F,Evangelia Cheverell,951-779-8984,English,,
1848,5,Kolin,Janelle,F,Janelle Kolin,494-973-5420,English,,
428,3,Spray,Eloise,F,Eloise Spray,718-271-5887,English,,
241,5,Smallcomb,Eugenio,M,Eugenio Smallcomb,305-601-2634,English,,
6,5,Noton,Fletch,M,Fletch Noton,828-610-0393,English,,
09961,1,Summerside,Cathleen,F,Cathleen Summerside,432-353-2854,English,,
258,1,Taye,Connie,M,Connie Taye,763-401-8100,English,,
8,5,Lamswood,Aylmer,M,Aylmer Lamswood,246-650-7716,English,,
29,1,Basden,Tyrone,M,Tyrone Basden,124-510-2802,English,,
17056,3,Payne,Luce,M,Luce Payne,558-698-2691,English,"",
8,5,Hairesnape,Layne,F,Layne Hairesnape,639-867-8024,English,"",
0194,5,Cantera,Yehudi,M,Yehudi Cantera,414-890-8147,English,,
17679,5,Edghinn,Bale,M,Bale Edghinn,450-313-2719,English,,
41,3,Oliver,Inglis,M,Inglis Oliver,499-380-4165,English,"",
14712,0,Zuanazzi,Barrie,F,Barrie Zuanazzi,801-940-5551,English,"",
5,0,Belham,Sabina,F,Sabina Belham,243-647-2137,English,"",
16,1,Scoggin,Odey,M,Odey Scoggin,713-149-0677,English,,
77061,0,Brazel,Eduardo,M,Eduardo Brazel,929-467-3307,English,,
768,3,Sperring,Monti,M,Monti Sperring,186-239-1517,English,,
6213,5,Kippin,Thoma,M,Thoma Kippin,446-475-6057,English,,
34,3,Sima,Nikolaus,M,Nikolaus Sima,437-248-7840,English,,
4014,5,Gipp,Baron,M,Baron Gipp,503-791-3087,English,,
293,0,Whitechurch,Birgit,F,Birgit Whitechurch,127-909-7013,English,,
766,5,Dakhno,Stephie,F,Stephie Dakhno,751-444-5838,English,,
114,5,Tal,Abner,M,Abner Tal,175-792-4624,English,,
72223,0,Wasylkiewicz,Wayland,M,Wayland Wasylkiewicz,407-231-8652,English,,
6,5,Whyard,Wini,F,Wini Whyard,278-195-4064,English,,
20,0,Stichel,Jsandye,F,Jsandye Stichel,876-947-0196,English,"",
45,1,Hornbuckle,Jonas,M,Jonas Hornbuckle,823-738-7606,English,,
7692,3,Ajsik,Annetta,F,Annetta Ajsik,440-954-6426,English,,
93874,1,Hedditeh,Pauli,F,Pauli Hedditeh,916-608-0946,English,,
00,0,Varga,Barty,M,Barty Varga,144-350-6905,English,,
268,1,Hannis,Charis,F,Charis Hannis,717-621-1829,English,"",
35305,0,Vannoort,Giovanni,M,Giovanni Vannoort,105-643-1640,English,,
23,3,Cropp,Vonnie,F,Vonnie Cropp,443-555-9843,English,,
56,3,Hardson,Vassily,M,Vassily Hardson,286-242-8472,English,,
63,3,Wyrall,Bren,F,Bren Wyrall,434-779-1075,English,,
43594,5,Lorkin,Delphinia,F,Delphinia Lorkin,806-553-5136,English,,
8240,0,Garfath,Tamra,F,Tamra Garfath,350-914-9423,English,"",
918,0,Andreoletti,Terrill,M,Terrill Andreoletti,136-786-8958,English,,
8,0,Smallbone,Jeremie,M,Jeremie Smallbone,727-852-8955,English,,
7757,3,Ducker,Winnie,F,Winnie Ducker,260-292-5668,English,,
1943,3,Quarless,Elisabet,F,Elisabet Quarless,188-350-5356,English,,
607,0,Petry,Michaeline,F,Michaeline Petry,340-734-7806,English,,
3,1,Bassham,Sol,M,Sol Bassham,645-209-7134,English,,
98643,5,Fraine,Guthrey,M,Guthrey Fraine,209-759-1895,English,,
741,5,Scarlon,Maurise,F,Maurise Scarlon,430-807-0308,English,,
403,0,Lebourn,Robyn,F,Robyn Lebourn,455-273-4792,English,,
9316,1,Bransden,Cicely,F,Cicely Bransden,805-833-2620,English,,
17795,1,Cashen,Lucilia,F,Lucilia Cashen,970-187-5191,English,,
1035,5,Paggitt,Jaymee,F,Jaymee Paggitt,282-872-6495,English,,
1937,3,Storkes,Bernie,M,Bernie Storkes,186-984-4968,English,,
094,0,McGaugey,Dena,F,Dena McGaugey,426-724-4917,English,,
9,3,Buckingham,Tully,M,Tully Buckingham,149-924-8409,English,"",
01,5,Taynton,Michael,M,Michael Taynton,183-216-1624,English,,
9,0,Heatlie,Kurtis,M,Kurtis Heatlie,876-784-7066,English,,
55957,3,Riccardi,Nicolle,F,Nicolle Riccardi,691-716-1208,English,,
4069,3,Potts,Robinet,M,Robinet Potts,740-750-4956,English,,
007,1,Furness,Nollie,M,Nollie Furness,903-598-7344,English,"",
372,1,Rohmer,Roana,F,Roana Rohmer,957-252-1791,English,"",
1,5,Paternoster,Babbette,F,Babbette Paternoster,998-511-5579,English,"",
1,1,Killbey,Seymour,M,Seymour Killbey,875-200-8127,English,,
419,5,Eggers,Konstantine,M,Konstantine Eggers,494-374-6748,English,,
2622,1,Storton,Daria,F,Daria Storton,548-310-5323,English,,
5,5,Reuter,Anita,F,Anita Reuter,325-208-0042,English,"",
12,5,Simpole,Madella,F,Madella Simpole,979-297-7440,English,"",
62,5,Yeell,Jared,M,Jared Yeell,839-171-2605,English,,
0881,5,Pucknell,Goldia,F,Goldia Pucknell,581-278-9591,English,,
2696,3,Sollon,Earl,M,Earl Sollon,626-604-5085,English,,
